Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S01706,31,Male,High School,Machine Learning,353,4,91,18,52,High,83,Visual,5,No
S01707,47,Male,Undergraduate,Data Science,206,4,48,20,73,Medium,68,Reading/Writing,5,No
S01708,25,Female,High School,Web Development,435,2,43,46,91,Medium,32,Reading/Writing,1,No
S01709,19,Male,Undergraduate,Python Basics,448,1,56,40,68,Medium,30,Auditory,2,No
S01710,16,Male,Postgraduate,Cybersecurity,332,2,35,48,67,High,45,Reading/Writing,5,No
S01711,30,Male,Undergraduate,Machine Learning,429,3,62,1,67,Low,87,Kinesthetic,1,No
S01712,31,Female,High School,Cybersecurity,434,3,45,47,95,Medium,49,Kinesthetic,5,No
S01713,23,Male,Undergraduate,Machine Learning,298,4,95,30,84,High,74,Kinesthetic,4,Yes
S01714,40,Male,High School,Cybersecurity,50,3,52,4,77,Low,94,Auditory,4,No
S01715,36,Female,High School,Cybersecurity,268,3,51,33,78,Medium,41,Kinesthetic,3,No
S01716,36,Female,Undergraduate,Cybersecurity,178,3,91,32,48,Low,68,Visual,4,No
S01717,16,Female,Undergraduate,Cybersecurity,476,3,50,31,94,Medium,54,Kinesthetic,4,No
S01718,26,Female,High School,Machine Learning,239,1,61,23,62,Low,78,Kinesthetic,5,Yes
S01719,26,Female,Undergraduate,Cybersecurity,373,1,92,10,83,High,81,Kinesthetic,1,No
S01720,25,Other,High School,Data Science,263,3,48,19,98,High,35,Auditory,4,No
S01721,28,Female,High School,Web Development,479,3,40,8,92,Medium,53,Visual,2,No
S01722,39,Male,Undergraduate,Python Basics,51,2,70,3,81,Low,65,Kinesthetic,5,No
S01723,44,Female,Undergraduate,Web Development,86,2,96,13,75,Low,74,Reading/Writing,1,No
S01724,46,Male,High School,Cybersecurity,285,3,67,16,83,Low,38,Auditory,5,Yes
S01725,23,Male,Postgraduate,Data Science,148,1,99,5,93,Low,68,Kinesthetic,5,No
S01726,15,Male,High School,Machine Learning,283,1,67,24,58,High,42,Kinesthetic,5,No
S01727,16,Male,Undergraduate,Python Basics,103,1,61,36,78,High,53,Visual,4,No
S01728,28,Male,Postgraduate,Python Basics,220,4,63,47,50,Medium,76,Visual,3,No
S01729,38,Female,High School,Machine Learning,48,3,80,21,74,High,79,Reading/Writing,1,Yes
S01730,47,Female,Undergraduate,Python Basics,93,2,46,5,66,Medium,85,Reading/Writing,5,No
S01731,25,Other,High School,Python Basics,433,1,82,40,97,High,60,Visual,5,No
S01732,43,Male,Undergraduate,Cybersecurity,339,3,98,2,72,Low,56,Kinesthetic,5,No
S01733,29,Other,Undergraduate,Python Basics,162,4,53,9,71,Low,80,Kinesthetic,2,Yes
S01734,21,Female,Undergraduate,Data Science,18,2,61,4,55,Low,43,Visual,5,No
S01735,39,Male,Undergraduate,Data Science,455,1,67,46,94,Medium,72,Reading/Writing,3,No
S01736,15,Female,High School,Data Science,202,3,82,48,67,Medium,70,Kinesthetic,3,Yes
S01737,33,Female,Postgraduate,Data Science,451,4,97,1,78,High,60,Auditory,1,No
S01738,32,Male,Undergraduate,Machine Learning,342,4,88,13,77,Low,47,Reading/Writing,5,No
S01739,18,Male,Postgraduate,Web Development,399,4,81,15,51,Medium,30,Kinesthetic,3,No
S01740,20,Female,Undergraduate,Cybersecurity,443,2,49,5,49,Medium,40,Visual,5,Yes
S01741,43,Male,High School,Cybersecurity,222,4,33,47,77,Medium,84,Reading/Writing,2,No
S01742,32,Female,High School,Python Basics,352,3,69,23,93,Medium,60,Visual,3,No
S01743,19,Male,High School,Web Development,150,1,70,47,61,Medium,90,Auditory,3,Yes
S01744,38,Female,Undergraduate,Web Development,50,2,77,19,61,High,65,Auditory,4,No
S01745,39,Male,Undergraduate,Machine Learning,493,2,47,33,60,High,52,Reading/Writing,5,No
S01746,15,Female,Undergraduate,Cybersecurity,27,1,95,11,87,Medium,66,Reading/Writing,4,Yes
S01747,29,Female,High School,Web Development,355,4,75,2,85,Medium,30,Auditory,1,No
S01748,36,Female,Undergraduate,Python Basics,209,2,53,30,68,Medium,68,Auditory,5,No
S01749,19,Female,High School,Cybersecurity,485,3,30,28,69,High,68,Visual,5,Yes
S01750,45,Male,Undergraduate,Machine Learning,20,1,31,47,76,High,65,Auditory,3,No
S01751,41,Female,High School,Cybersecurity,43,4,94,21,49,High,52,Visual,4,No
S01752,47,Male,Undergraduate,Cybersecurity,343,4,89,6,72,Medium,86,Visual,5,No
S01753,16,Female,Postgraduate,Machine Learning,434,3,99,19,66,High,35,Reading/Writing,4,Yes
S01754,42,Male,High School,Web Development,337,4,33,46,71,Medium,79,Auditory,3,No
S01755,46,Male,High School,Cybersecurity,469,4,77,45,67,High,96,Visual,3,No
S01756,24,Female,Undergraduate,Machine Learning,238,2,66,19,41,Medium,62,Visual,5,No
S01757,30,Male,Undergraduate,Cybersecurity,346,4,57,8,98,High,60,Reading/Writing,2,Yes
S01758,18,Male,Undergraduate,Data Science,90,2,52,8,50,Medium,68,Auditory,4,No
S01759,26,Other,Undergraduate,Data Science,81,3,53,14,97,Medium,53,Visual,4,No
S01760,39,Male,High School,Cybersecurity,202,3,41,10,53,Medium,56,Reading/Writing,1,No
S01761,47,Female,Postgraduate,Cybersecurity,294,4,54,5,51,High,65,Reading/Writing,1,Yes
S01762,23,Female,Postgraduate,Cybersecurity,87,1,58,5,98,Low,66,Kinesthetic,2,No
S01763,23,Female,High School,Cybersecurity,110,3,92,15,51,High,93,Auditory,3,No
S01764,33,Male,Undergraduate,Python Basics,262,2,45,10,62,Medium,43,Reading/Writing,3,No
S01765,15,Male,Undergraduate,Data Science,19,3,62,38,79,Medium,77,Reading/Writing,5,No
S01766,28,Male,High School,Web Development,166,1,93,2,52,High,44,Kinesthetic,3,No
S01767,36,Male,High School,Web Development,212,3,70,41,93,Low,84,Visual,3,No
S01768,29,Female,Postgraduate,Machine Learning,315,1,49,9,80,Medium,97,Kinesthetic,5,No
S01769,44,Female,Undergraduate,Cybersecurity,210,4,77,35,80,Medium,42,Visual,4,No
S01770,31,Male,High School,Machine Learning,460,3,35,25,56,Medium,39,Reading/Writing,4,No
S01771,31,Other,High School,Machine Learning,466,1,65,1,57,Medium,40,Reading/Writing,3,No
S01772,39,Male,Undergraduate,Cybersecurity,411,4,43,3,96,High,78,Kinesthetic,2,No
S01773,45,Male,High School,Data Science,487,1,33,34,87,Medium,70,Auditory,3,No
S01774,41,Male,High School,Python Basics,123,2,37,20,68,Low,33,Reading/Writing,2,No
S01775,30,Female,Undergraduate,Python Basics,247,4,34,12,49,Medium,38,Visual,2,No
S01776,35,Male,Postgraduate,Machine Learning,368,1,37,42,50,High,67,Auditory,2,No
S01777,35,Male,Undergraduate,Data Science,301,3,41,4,94,Low,71,Kinesthetic,2,Yes
S01778,23,Male,Postgraduate,Machine Learning,87,1,78,20,99,Medium,97,Kinesthetic,5,Yes
S01779,16,Male,Postgraduate,Data Science,324,3,41,37,86,Medium,39,Reading/Writing,5,No
S01780,32,Male,High School,Machine Learning,277,1,39,48,96,Medium,67,Kinesthetic,3,No
S01781,22,Female,Undergraduate,Cybersecurity,39,1,42,31,54,High,57,Kinesthetic,5,No
S01782,40,Male,Undergraduate,Data Science,154,4,57,36,67,Low,84,Reading/Writing,3,No
S01783,16,Female,Undergraduate,Machine Learning,181,3,91,42,51,Medium,81,Auditory,1,Yes
S01784,21,Female,Undergraduate,Machine Learning,107,3,30,13,87,High,31,Visual,4,No
S01785,49,Male,Undergraduate,Cybersecurity,415,1,65,43,44,Medium,82,Auditory,1,Yes
S01786,15,Female,Undergraduate,Data Science,237,1,87,44,43,Medium,49,Visual,5,No
S01787,41,Female,High School,Data Science,452,1,87,1,61,Medium,45,Reading/Writing,4,No
S01788,31,Female,Postgraduate,Data Science,360,4,67,25,94,Medium,64,Auditory,5,No
S01789,31,Female,High School,Cybersecurity,372,2,86,4,76,Medium,50,Visual,4,No
S01790,43,Female,Postgraduate,Web Development,356,4,37,24,52,Medium,74,Visual,2,No
S01791,38,Male,High School,Machine Learning,196,4,93,42,55,High,74,Reading/Writing,2,No
S01792,28,Female,Undergraduate,Machine Learning,441,3,43,17,50,Medium,69,Auditory,1,No
S01793,37,Female,Undergraduate,Cybersecurity,493,3,99,40,52,Low,83,Auditory,3,No
S01794,34,Male,High School,Data Science,160,1,90,1,69,Low,61,Auditory,5,No
S01795,49,Female,Undergraduate,Python Basics,367,2,68,30,48,High,35,Reading/Writing,4,Yes
S01796,25,Female,High School,Machine Learning,359,3,91,15,95,High,88,Auditory,2,Yes
S01797,21,Female,Undergraduate,Web Development,202,3,80,17,54,Medium,73,Reading/Writing,4,No
S01798,19,Female,High School,Data Science,482,2,70,40,77,Medium,88,Auditory,5,Yes
S01799,46,Female,Undergraduate,Machine Learning,477,1,88,29,46,Low,37,Auditory,3,No
S01800,36,Female,Postgraduate,Machine Learning,107,2,95,22,52,Medium,48,Reading/Writing,4,No
S01801,37,Female,High School,Data Science,69,2,50,41,45,Medium,61,Reading/Writing,4,Yes
S01802,39,Male,Undergraduate,Python Basics,111,2,59,15,69,Medium,41,Visual,2,No
S01803,39,Male,Postgraduate,Data Science,405,4,52,36,50,Medium,59,Kinesthetic,3,No
S01804,46,Male,Postgraduate,Cybersecurity,25,1,69,34,50,High,30,Auditory,2,No
S01805,31,Female,Undergraduate,Python Basics,84,3,66,25,91,Medium,69,Kinesthetic,2,No
S01806,30,Male,Postgraduate,Web Development,78,1,59,46,57,Medium,89,Kinesthetic,3,No
S01807,43,Female,High School,Machine Learning,224,1,52,25,79,Medium,47,Visual,2,No
S01808,19,Male,Undergraduate,Machine Learning,208,3,88,47,99,Medium,34,Kinesthetic,2,Yes
S01809,41,Male,High School,Machine Learning,19,4,73,49,57,Medium,48,Visual,5,Yes
S01810,26,Female,High School,Web Development,288,3,54,20,52,Medium,71,Auditory,4,Yes
S01811,23,Female,Undergraduate,Cybersecurity,53,1,34,28,56,High,50,Auditory,2,No
S01812,16,Female,Undergraduate,Data Science,420,3,34,1,54,Medium,52,Visual,4,No
S01813,28,Male,Postgraduate,Python Basics,210,1,30,46,89,Medium,58,Visual,1,No
S01814,34,Other,High School,Data Science,365,3,83,32,71,Medium,74,Reading/Writing,4,No
S01815,49,Male,Postgraduate,Cybersecurity,417,2,92,30,57,Low,59,Auditory,5,No
S01816,16,Female,High School,Web Development,150,3,98,11,81,Medium,41,Reading/Writing,5,No
S01817,25,Female,Undergraduate,Python Basics,264,3,84,19,97,Medium,60,Reading/Writing,3,No
S01818,28,Male,High School,Web Development,210,1,60,29,94,Medium,75,Reading/Writing,3,No
S01819,29,Male,High School,Machine Learning,394,1,43,37,54,Medium,74,Reading/Writing,3,No
S01820,26,Male,High School,Data Science,488,3,71,30,88,Medium,99,Auditory,1,Yes
S01821,49,Female,Undergraduate,Python Basics,344,3,83,16,60,High,30,Auditory,3,No
S01822,31,Female,Postgraduate,Web Development,204,1,73,31,92,Medium,79,Reading/Writing,4,No
S01823,29,Other,High School,Python Basics,225,4,81,31,64,High,69,Auditory,4,No
S01824,33,Female,High School,Python Basics,44,4,39,1,63,High,95,Kinesthetic,2,No
S01825,24,Other,High School,Machine Learning,394,2,82,11,82,Medium,64,Kinesthetic,2,No
S01826,17,Male,Postgraduate,Python Basics,305,3,98,15,51,High,78,Visual,1,No
S01827,35,Female,Undergraduate,Machine Learning,45,1,94,38,54,Medium,54,Auditory,1,No
S01828,28,Male,Postgraduate,Web Development,416,3,49,23,73,Medium,94,Visual,4,No
S01829,15,Female,Undergraduate,Web Development,236,4,63,45,41,Low,39,Auditory,1,No
S01830,40,Male,Undergraduate,Machine Learning,414,4,44,43,66,Medium,66,Visual,5,No
S01831,37,Male,Undergraduate,Data Science,167,1,82,4,83,Medium,92,Reading/Writing,2,Yes
S01832,39,Other,Undergraduate,Python Basics,360,3,73,10,63,High,46,Auditory,3,Yes
S01833,43,Female,Undergraduate,Cybersecurity,379,3,51,14,42,Low,78,Auditory,4,No
S01834,40,Female,High School,Web Development,463,3,61,45,60,Low,96,Kinesthetic,1,No
S01835,23,Other,Undergraduate,Data Science,108,3,45,29,47,High,49,Visual,1,No
S01836,29,Male,Undergraduate,Python Basics,426,2,98,20,44,Medium,96,Reading/Writing,4,No
S01837,20,Male,Postgraduate,Data Science,184,3,31,42,96,High,47,Reading/Writing,1,No
S01838,28,Female,High School,Machine Learning,458,1,50,35,42,Medium,69,Auditory,4,No
S01839,24,Male,High School,Web Development,364,1,90,2,70,Medium,66,Auditory,1,No
S01840,17,Male,Undergraduate,Web Development,332,2,82,32,47,High,37,Auditory,2,Yes
S01841,44,Male,High School,Web Development,394,4,32,34,95,Medium,40,Reading/Writing,1,No
S01842,28,Female,Postgraduate,Data Science,390,2,31,32,45,High,78,Visual,3,No
S01843,47,Female,Undergraduate,Machine Learning,60,1,44,6,48,Medium,95,Auditory,4,No
S01844,28,Other,Undergraduate,Python Basics,235,3,93,25,95,Medium,35,Reading/Writing,4,Yes
S01845,19,Female,Undergraduate,Machine Learning,434,3,84,37,90,Low,72,Reading/Writing,4,Yes
S01846,40,Male,Undergraduate,Machine Learning,190,2,41,19,45,Medium,46,Visual,2,No
S01847,40,Female,Undergraduate,Machine Learning,84,3,30,11,60,Medium,94,Kinesthetic,4,No
S01848,40,Male,High School,Web Development,200,4,60,21,41,High,43,Kinesthetic,4,Yes
S01849,29,Female,Undergraduate,Machine Learning,245,3,64,30,72,Low,39,Visual,2,No
S01850,16,Female,Undergraduate,Python Basics,341,4,62,25,86,Medium,90,Reading/Writing,4,No
S01851,39,Male,High School,Machine Learning,272,2,38,19,76,High,75,Kinesthetic,1,No
S01852,19,Female,High School,Web Development,484,4,49,39,83,High,54,Reading/Writing,5,No
S01853,41,Male,Undergraduate,Cybersecurity,12,2,65,33,43,Medium,56,Kinesthetic,3,No
S01854,49,Female,Undergraduate,Python Basics,466,1,57,41,61,Low,35,Visual,4,No
S01855,29,Male,Undergraduate,Cybersecurity,138,1,84,31,45,Low,56,Auditory,2,No
S01856,31,Female,High School,Cybersecurity,383,4,72,7,86,Medium,49,Reading/Writing,1,No
S01857,33,Female,High School,Web Development,48,1,62,42,50,Low,39,Reading/Writing,5,No
S01858,26,Female,Undergraduate,Data Science,123,2,34,3,64,High,98,Reading/Writing,5,No
S01859,20,Female,Undergraduate,Cybersecurity,250,3,84,41,93,High,87,Visual,4,No
S01860,26,Male,Undergraduate,Web Development,189,3,92,29,46,Medium,42,Kinesthetic,1,No
S01861,43,Male,Undergraduate,Cybersecurity,391,1,81,27,63,Medium,50,Auditory,2,No
S01862,44,Male,Undergraduate,Python Basics,420,4,73,49,71,High,95,Visual,4,No
S01863,35,Male,Postgraduate,Python Basics,98,1,99,16,89,High,45,Visual,4,No
S01864,18,Male,Postgraduate,Machine Learning,294,3,91,8,51,Low,46,Visual,1,No
S01865,37,Male,Undergraduate,Python Basics,161,3,68,7,78,High,66,Reading/Writing,1,No
S01866,39,Female,High School,Python Basics,123,1,43,33,96,High,82,Visual,3,No
S01867,44,Male,Undergraduate,Web Development,77,3,81,17,79,Medium,80,Kinesthetic,2,No
S01868,39,Male,Undergraduate,Data Science,131,4,56,27,69,Medium,69,Kinesthetic,3,No
S01869,20,Female,Undergraduate,Web Development,215,4,51,10,77,Medium,58,Auditory,5,No
S01870,41,Male,Postgraduate,Cybersecurity,166,3,83,32,80,High,65,Visual,5,No
S01871,47,Female,Undergraduate,Cybersecurity,407,1,31,31,92,Medium,43,Reading/Writing,1,No
S01872,16,Male,Undergraduate,Machine Learning,492,4,78,35,72,Medium,46,Auditory,5,No
S01873,25,Female,Undergraduate,Python Basics,110,2,37,0,96,Medium,60,Visual,5,No
S01874,33,Female,High School,Web Development,226,4,49,48,56,Medium,54,Visual,2,No
S01875,39,Male,Undergraduate,Cybersecurity,425,2,85,29,91,Medium,92,Reading/Writing,2,No
S01876,46,Female,Undergraduate,Data Science,123,3,34,37,85,Medium,43,Auditory,1,No
S01877,30,Female,Undergraduate,Cybersecurity,272,3,37,45,82,Low,73,Visual,5,Yes
S01878,20,Male,Undergraduate,Cybersecurity,399,4,68,40,40,Medium,72,Visual,5,No
S01879,20,Male,Postgraduate,Python Basics,92,3,68,12,84,Low,66,Visual,1,No
S01880,37,Female,Undergraduate,Data Science,176,3,93,15,46,High,47,Visual,3,No
S01881,45,Male,Undergraduate,Data Science,322,4,90,29,78,High,30,Kinesthetic,1,No
S01882,15,Male,Undergraduate,Python Basics,461,1,49,30,53,Medium,31,Kinesthetic,3,No
S01883,24,Male,Postgraduate,Python Basics,303,2,93,4,49,Medium,37,Auditory,1,Yes
S01884,42,Male,Postgraduate,Cybersecurity,93,4,34,17,55,Medium,93,Kinesthetic,5,No
S01885,15,Female,High School,Web Development,87,2,55,38,64,Medium,96,Visual,2,No
S01886,15,Male,Undergraduate,Python Basics,176,2,43,29,46,Low,44,Auditory,1,No
S01887,33,Male,High School,Data Science,85,3,50,6,80,Medium,73,Auditory,3,No
S01888,29,Male,Undergraduate,Cybersecurity,280,4,55,22,82,High,62,Auditory,5,Yes
S01889,15,Male,Postgraduate,Cybersecurity,398,3,53,32,71,High,95,Visual,4,No
S01890,27,Male,Postgraduate,Data Science,344,4,78,6,48,Medium,83,Auditory,3,Yes
S01891,21,Female,Undergraduate,Cybersecurity,419,4,81,28,64,Medium,66,Auditory,5,No
S01892,38,Female,Undergraduate,Cybersecurity,457,2,31,11,46,Low,38,Reading/Writing,4,No
S01893,15,Male,Postgraduate,Web Development,240,4,88,45,75,High,65,Auditory,1,No
S01894,43,Male,Postgraduate,Python Basics,342,3,83,19,49,High,98,Auditory,1,No
S01895,30,Male,Undergraduate,Web Development,158,1,57,18,53,Medium,58,Visual,4,No
S01896,24,Female,Undergraduate,Data Science,160,2,36,26,98,Low,37,Visual,5,Yes
S01897,34,Male,High School,Python Basics,297,3,71,5,54,Medium,37,Reading/Writing,5,No
S01898,48,Female,Undergraduate,Web Development,88,3,42,22,85,High,40,Auditory,5,No
S01899,23,Other,Postgraduate,Cybersecurity,321,2,30,17,90,Low,44,Reading/Writing,5,No
S01900,44,Female,High School,Web Development,242,2,42,12,58,High,93,Kinesthetic,4,No
S01901,29,Male,High School,Python Basics,418,1,39,23,96,High,98,Visual,1,No
S01902,36,Female,Undergraduate,Python Basics,354,3,53,49,95,Low,85,Reading/Writing,5,No
S01903,25,Female,High School,Data Science,252,1,78,26,99,Medium,58,Reading/Writing,4,No
S01904,29,Female,Undergraduate,Cybersecurity,231,1,82,8,60,Medium,47,Visual,5,Yes
S01905,41,Male,Undergraduate,Machine Learning,233,4,37,26,48,Medium,65,Visual,1,No
S01906,21,Other,Postgraduate,Cybersecurity,123,1,94,41,87,Medium,70,Reading/Writing,2,No
S01907,23,Female,Undergraduate,Python Basics,321,3,87,2,81,High,48,Reading/Writing,3,No
S01908,42,Female,Undergraduate,Python Basics,33,3,80,40,55,High,66,Reading/Writing,4,No
S01909,37,Male,Undergraduate,Web Development,136,2,86,46,62,Medium,55,Auditory,5,No
S01910,17,Female,Postgraduate,Web Development,471,1,39,12,92,Medium,82,Auditory,4,No
S01911,31,Male,Undergraduate,Cybersecurity,280,1,35,31,61,High,33,Reading/Writing,5,No
S01912,45,Male,High School,Data Science,100,3,66,12,83,High,35,Kinesthetic,4,No
S01913,15,Male,Undergraduate,Machine Learning,468,1,67,17,76,Medium,38,Reading/Writing,5,No
S01914,29,Female,High School,Python Basics,71,3,93,10,52,Medium,51,Kinesthetic,3,No
S01915,31,Male,Undergraduate,Data Science,478,4,54,39,53,Medium,76,Visual,5,No
S01916,35,Male,Undergraduate,Web Development,393,1,96,48,44,Medium,58,Kinesthetic,5,No
S01917,28,Other,Undergraduate,Python Basics,81,2,66,44,40,Medium,91,Kinesthetic,1,Yes
S01918,17,Male,High School,Web Development,478,3,88,20,50,Medium,80,Auditory,4,Yes
S01919,30,Female,Postgraduate,Python Basics,281,3,69,28,66,High,51,Kinesthetic,2,No
S01920,26,Male,Postgraduate,Python Basics,411,2,46,33,66,Medium,60,Reading/Writing,5,No
S01921,46,Male,Undergraduate,Data Science,256,3,94,38,75,Medium,33,Visual,1,Yes
S01922,31,Female,Undergraduate,Python Basics,182,1,89,13,59,Medium,65,Reading/Writing,1,No
S01923,48,Male,Undergraduate,Data Science,324,4,38,23,52,Medium,34,Visual,5,No
S01924,40,Male,High School,Data Science,438,3,68,40,70,Medium,72,Reading/Writing,1,No
S01925,19,Female,Undergraduate,Web Development,41,1,86,19,71,Medium,91,Auditory,1,No
S01926,43,Male,Undergraduate,Data Science,15,1,79,29,58,Medium,78,Auditory,1,No
S01927,28,Female,High School,Data Science,353,2,72,43,41,Medium,52,Reading/Writing,3,No
S01928,25,Other,Undergraduate,Cybersecurity,362,2,91,6,62,Medium,37,Kinesthetic,1,No
S01929,46,Female,High School,Cybersecurity,133,4,51,31,77,Low,37,Visual,1,No
S01930,41,Female,Undergraduate,Data Science,59,3,97,39,97,Medium,92,Auditory,2,Yes
S01931,21,Female,Postgraduate,Cybersecurity,230,1,66,3,87,High,67,Auditory,5,No
S01932,43,Male,High School,Machine Learning,137,4,33,22,61,Medium,77,Auditory,5,No
S01933,24,Female,High School,Data Science,299,4,54,21,86,High,48,Reading/Writing,2,Yes
S01934,18,Male,Postgraduate,Web Development,436,1,88,5,85,Medium,84,Auditory,4,No
S01935,49,Female,Undergraduate,Web Development,27,2,57,34,72,Medium,56,Kinesthetic,4,No
S01936,35,Other,Postgraduate,Cybersecurity,449,1,73,40,80,High,75,Auditory,4,No
S01937,28,Female,Postgraduate,Python Basics,29,4,62,29,90,High,50,Auditory,1,Yes
S01938,22,Male,Postgraduate,Machine Learning,132,1,84,15,70,High,48,Reading/Writing,5,No
S01939,20,Male,Postgraduate,Cybersecurity,498,3,99,46,71,Medium,38,Auditory,5,No
S01940,27,Female,Postgraduate,Web Development,308,1,60,47,72,Medium,93,Auditory,1,Yes
S01941,45,Male,High School,Cybersecurity,266,3,77,5,73,High,57,Visual,1,No
S01942,38,Male,High School,Machine Learning,168,1,66,48,51,High,78,Kinesthetic,1,No
S01943,42,Male,Undergraduate,Machine Learning,436,4,89,46,89,High,89,Auditory,3,No
S01944,16,Female,Postgraduate,Data Science,40,2,30,29,95,Medium,53,Auditory,3,Yes
S01945,28,Female,Undergraduate,Data Science,364,3,69,47,51,High,34,Reading/Writing,2,No
S01946,29,Female,Undergraduate,Data Science,480,1,96,10,51,Low,60,Reading/Writing,4,Yes
S01947,26,Male,Undergraduate,Cybersecurity,208,4,76,6,55,Medium,63,Auditory,2,No
